Row ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Order ID,Customer Name,Customer Segment,Province,Region,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Returns
4295,25/07/2011,Critical,20,97.65,0.04,Express Air,-90.07,4.18,6.92,30593,Jim Karlsson,Small Business,Ontario,Ontario,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,27/07/2011,Sold
4296,25/07/2011,Critical,41,1408.34,0.06,Regular Air,176.63,34.58,8.99,30593,Jim Karlsson,Small Business,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,28/07/2011,Sold
4617,26/10/2012,High,9,107.92,0.04,Regular Air,-57.65,10.97,6.5,32871,Jim Karlsson,Small Business,Ontario,Ontario,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,28/10/2012,Sold
4618,26/10/2012,High,14,2151.08,0.03,Delivery Truck,179.05,145.45,17.85,32871,Jim Karlsson,Small Business,Ontario,Ontario,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,28/10/2012,Sold
5034,13/08/2010,Medium,11,485.46,0.03,Regular Air,48.88,40.99,17.48,35878,Cari MacIntyre,Corporate,Ontario,Ontario,Office Supplies,Paper,Xerox 1893,Small Box,0.36,14/08/2010,Sold
5339,29/11/2009,High,21,352.44,0.09,Regular Air,-80.53,17.99,8.65,37924,Philip Fox,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,Model L Table or Wall-Mount Pencil Sharpener,Small Box,0.57,29/11/2009,Returned
5401,14/12/2009,Not Specified,8,114.73,0.03,Express Air,28.08,13.73,6.85,38400,Candace McMahon,Corporate,Ontario,Ontario,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,15/12/2009,Returned
5413,27/04/2012,Critical,30,3295.15,0.07,Regular Air,1070.18,115.79,1.99,38498,Grant Carroll,Corporate,Ontario,Ontario,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Small Pack,0.49,29/04/2012,Sold
5414,27/04/2012,Critical,1,43.9,0.02,Regular Air,-15.03,37.44,4.27,38498,Grant Carroll,Corporate,Ontario,Ontario,Office Supplies,Pens & Art Supplies,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Wrap Bag,0.46,30/04/2012,Sold
5575,17/04/2011,Not Specified,38,1541.92,0.03,Regular Air,-564.06,40.48,19.99,39492,Jason Fortune,Corporate,Ontario,Ontario,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,19/04/2011,Sold
5576,17/04/2011,Not Specified,40,169.48,0.08,Regular Air,-134.76,4.28,5.68,39492,Jason Fortune,Corporate,Ontario,Ontario,Office Supplies,Paper,Xerox 199,Small Box,0.4,19/04/2011,Sold
5602,08/06/2012,Not Specified,2,738.8,0.06,Delivery Truck,-473.66,328.14,91.05,39686,Philip Fox,Home Office,Ontario,Ontario,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57,09/06/2012,Sold
5603,08/06/2012,Not Specified,48,2750.7105,0,Regular Air,791.90,65.99,5.26,39686,Philip Fox,Home Office,Ontario,Ontario,Technology,Telephones and Communication,8860,Small Box,0.56,09/06/2012,Sold
6028,04/04/2009,High,33,2118.26,0.01,Regular Air,554.22,59.76,9.71,42693,Dave Brooks,Corporate,Ontario,Ontario,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,06/04/2009,Sold
6043,21/06/2011,Medium,27,822.7,0.05,Express Air,141.28,29.99,5.5,42850,Julie Prescott,Home Office,Ontario,Ontario,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,0.51,22/06/2011,Returned
6468,04/01/2010,High,5,2249.05,0.02,Regular Air,-571.24,449.99,24.49,46050,Julie Prescott,Home Office,Ontario,Ontario,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.52,05/01/2010,Sold
6469,04/01/2010,High,48,4813.67,0.03,Express Air,44.58,95.43,19.99,46050,Julie Prescott,Home Office,Ontario,Ontario,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,07/01/2010,Sold
6491,12/09/2012,Not Specified,7,3877.88,0.08,Delivery Truck,-1331.55,550.98,45.7,46212,Grant Donatelli,Consumer,Ontario,Ontario,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,14/09/2012,Sold
6911,04/10/2009,Medium,34,307.76,0.1,Express Air,-22.88,9.38,4.93,49313,Grant Carroll,Small Business,Ontario,Ontario,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57,04/10/2009,Sold
6912,04/10/2009,Medium,36,1129.9305,0.05,Regular Air,574.16,35.99,1.25,49313,Grant Carroll,Small Business,Ontario,Ontario,Technology,Telephones and Communication,Accessory23,Small Pack,0.36,05/10/2009,Sold
6933,29/11/2011,Medium,9,75.94,0.01,Regular Air,-16.56,7.64,5.83,49477,Grant Carroll,Corporate,Ontario,Ontario,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,29/11/2011,Sold
6978,12/12/2012,Critical,47,533.47,0.09,Regular Air,-50.21,11.5,7.19,49889,Philip Fox,Home Office,Ontario,Ontario,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,14/12/2012,Sold
6979,12/12/2012,Critical,21,61.94,0.09,Express Air,-22.32,2.98,2.03,49889,Philip Fox,Home Office,Ontario,Ontario,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,14/12/2012,Sold
7356,31/01/2009,Not Specified,6,49.81,0.05,Regular Air,-16.95,7.64,5.83,52416,Dave Brooks,Corporate,Ontario,Ontario,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,02/02/2009,Sold
7357,31/01/2009,Not Specified,40,9141.64,0.04,Delivery Truck,-528.65,218.75,69.64,52416,Dave Brooks,Corporate,Ontario,Ontario,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,01/02/2009,Sold
7693,04/07/2010,Critical,39,438.8,0.09,Regular Air,-84.19,11.7,6.96,55140,Candace McMahon,Corporate,Ontario,Ontario,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,06/07/2010,Sold
7908,08/04/2011,Not Specified,33,647.77,0.09,Regular Air,166.85,19.98,5.77,56550,Frank Hawley,Home Office,Ontario,Ontario,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,11/04/2011,Sold
8042,04/07/2011,Not Specified,39,315.88,0.09,Regular Air,-60.40,8.46,3.62,57447,Grant Carroll,Corporate,Ontario,Ontario,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,04/07/2011,Sold
8043,04/07/2011,Not Specified,8,258.11,0.06,Regular Air,-113.60,30.98,6.5,57447,Grant Carroll,Corporate,Ontario,Ontario,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79,07/07/2011,Sold
179,23/08/2012,Low,7,374.78,0.09,Regular Air,20.03,55.48,14.3,1185,Ionia McGrath,Home Office,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 194,Small Box,0.37,27/08/2012,Sold
310,12/03/2010,Low,4,43.56,0.01,Regular Air,21.21,9.38,4.93,2149,Lori Olson,Consumer,New Brunswick,Atlantic,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57,16/03/2010,Sold
354,05/03/2009,Critical,25,2553.84,0.05,Regular Air,553.70,107.53,5.81,2466,Quincy Jones,Home Office,New Brunswick,Atlantic,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,06/03/2009,Sold
509,23/08/2010,High,48,7518.12,0.04,Regular Air,1027.63,152.48,6.5,3493,Patrick Jones,Home Office,New Brunswick,Atlantic,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.74,25/08/2010,Sold
525,18/03/2011,Not Specified,42,374.38,0.03,Regular Air,-1.16,8.67,3.5,3588,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,19/03/2011,Sold
526,18/03/2011,Not Specified,21,1557.42,0.01,Regular Air,-123.81,73.98,4,3588,Patrick Jones,Home Office,New Brunswick,Atlantic,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,20/03/2011,Sold
527,18/03/2011,Not Specified,14,410.27,0.08,Regular Air,226.72,30.93,3.92,3588,Patrick Jones,Home Office,New Brunswick,Atlantic,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,20/03/2011,Sold
528,18/03/2011,Not Specified,18,1531.93,0.1,Delivery Truck,326.56,90.97,14,3588,Patrick Jones,Home Office,New Brunswick,Atlantic,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,18/03/2011,Sold
824,26/12/2010,High,15,68.32,0.05,Regular Air,-66.72,4.28,6.72,5957,Ionia McGrath,Small Business,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 1927,Small Box,0.4,27/12/2010,Sold
825,26/12/2010,High,3,536.38,0.03,Delivery Truck,-258.80,150.98,66.27,5957,Ionia McGrath,Small Business,New Brunswick,Atlantic,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,28/12/2010,Sold
826,26/12/2010,High,23,391.8755,0.1,Regular Air,-38.02,20.99,4.81,5957,Ionia McGrath,Small Business,New Brunswick,Atlantic,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,29/12/2010,Sold
865,15/06/2012,Medium,41,1991.93,0.02,Regular Air,951.50,48.94,5.86,6183,Ionia McGrath,Small Business,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 1916,Small Box,0.35,16/06/2012,Sold
890,23/04/2011,Low,35,373.33,0.01,Regular Air,-22.18,10.23,4.68,6402,Nathan Mautz,Corporate,New Brunswick,Atlantic,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,28/04/2011,Sold
927,09/09/2010,Not Specified,31,164.62,0.03,Regular Air,-93.71,5.18,5.74,6720,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,10/09/2010,Sold
928,09/09/2010,Not Specified,36,4225.77,0.08,Delivery Truck,-1393.69,120.98,58.64,6720,Patrick Jones,Home Office,New Brunswick,Atlantic,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75,12/09/2010,Sold
929,09/09/2010,Not Specified,8,53.89,0.01,Regular Air,17.63,6.3,0.5,6720,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Labels,Avery 48,Small Box,0.39,11/09/2010,Sold
936,06/05/2012,Medium,7,181.32,0.03,Regular Air,80.32,25.38,8.99,6785,Nathan Mautz,Home Office,New Brunswick,Atlantic,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,08/05/2012,Sold
1139,01/04/2009,High,30,835.1505,0.09,Regular Air,158.18,35.99,1.1,8295,Karen Seio,Consumer,New Brunswick,Atlantic,Technology,Telephones and Communication,Accessory35,Small Box,0.55,03/04/2009,Sold
1140,01/04/2009,High,7,771.834,0.01,Regular Air,-295.43,125.99,2.5,8295,Karen Seio,Consumer,New Brunswick,Atlantic,Technology,Telephones and Communication,i2000,Small Box,0.6,02/04/2009,Sold
1189,30/06/2011,Medium,43,449.17,0.01,Regular Air,198.83,9.93,1.09,8704,Quincy Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,01/07/2011,Sold
1190,30/06/2011,Medium,38,79.81,0.08,Regular Air,5.48,2.21,1,8704,Quincy Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,01/07/2011,Sold
1206,08/11/2010,High,45,6688.11,0.08,Regular Air,2872.88,150.98,13.99,8834,Ken Lonsdale,Consumer,New Brunswick,Atlantic,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,09/11/2010,Sold
1215,07/10/2010,High,37,1520.26,0.04,Regular Air,640.84,42.8,2.99,8933,Lori Olson,Consumer,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Small Box,0.36,08/10/2010,Sold
1216,07/10/2010,High,30,688.02,0.06,Regular Air,154.99,22.98,7.58,8933,Lori Olson,Consumer,New Brunswick,Atlantic,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,09/10/2010,Sold
1269,10/02/2009,High,41,473.67,0.04,Regular Air,78.20,11.34,5.01,9222,Ionia McGrath,Home Office,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 188,Small Box,0.36,11/02/2009,Sold
1409,24/12/2011,High,12,28.41,0.07,Regular Air,-44.08,1.98,4.77,10243,Patrick Gardner,Consumer,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,25/12/2011,Sold
1458,14/05/2010,Not Specified,33,7869.22,0.1,Delivery Truck,1523.46,243.98,43.32,10502,Karen Seio,Consumer,New Brunswick,Atlantic,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,15/05/2010,Sold
1459,14/05/2010,Not Specified,36,912.44,0.04,Regular Air,182.72,25.38,8.99,10502,Karen Seio,Consumer,New Brunswick,Atlantic,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,16/05/2010,Sold
1506,23/08/2009,Critical,36,65.42,0.04,Regular Air,-112.92,1.74,4.08,10886,Quincy Jones,Corporate,New Brunswick,Atlantic,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,25/08/2009,Sold
1507,23/08/2009,Critical,47,5750.94,0.01,Delivery Truck,432.98,119.99,56.14,10886,Quincy Jones,Corporate,New Brunswick,Atlantic,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39,24/08/2009,Sold
1535,10/12/2010,Low,27,1991.26,0.01,Delivery Truck,-528.09,68.81,60,11047,Ionia McGrath,Home Office,New Brunswick,Atlantic,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,17/12/2010,Sold
1536,10/12/2010,Low,24,10480.272,0.07,Delivery Truck,2271.68,550.98,64.59,11047,Ionia McGrath,Home Office,New Brunswick,Atlantic,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box,0.66,12/12/2010,Sold
1787,25/02/2010,Not Specified,32,383.81,0.03,Regular Air,-21.15,12.21,4.81,12803,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,27/02/2010,Sold
1927,26/08/2010,High,12,2050.712,0.05,Delivery Truck,-381.04,218.75,69.64,13767,Nona Balk,Corporate,New Brunswick,Atlantic,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.72,28/08/2010,Sold
1980,25/08/2010,Not Specified,4,5.31,0,Regular Air,-1.50,1.14,0.7,14117,Nathan Mautz,Corporate,New Brunswick,Atlantic,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,27/08/2010,Sold
2091,22/07/2011,High,46,231.35,0.03,Regular Air,-81.86,4.98,4.7,14976,Quincy Jones,Corporate,New Brunswick,Atlantic,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,24/07/2011,Sold
2094,14/07/2012,Critical,27,898.9,0.03,Regular Air,325.88,31.78,1.99,14980,Lori Olson,Consumer,New Brunswick,Atlantic,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,15/07/2012,Sold
2233,25/09/2009,Critical,16,3083.04,0.06,Delivery Truck,872.13,200.97,15.59,16133,Erin Mull,Small Business,New Brunswick,Atlantic,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,25/09/2009,Sold
2235,19/11/2012,High,43,21921.28,0.04,Delivery Truck,10521.33,500.98,28.14,16134,Nathan Mautz,Home Office,New Brunswick,Atlantic,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,21/11/2012,Returned
2262,06/07/2011,Medium,1,9.69,0.05,Regular Air,-6.78,4.98,4.72,16258,Nona Balk,Corporate,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 1949,Small Box,0.36,07/07/2011,Sold
2263,06/07/2011,Medium,48,331.99,0.03,Regular Air,45.31,7.08,2.35,16258,Nona Balk,Corporate,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,08/07/2011,Sold
2267,17/07/2010,High,37,426.64,0.09,Regular Air,96.95,12.22,2.85,16289,John Lee,Corporate,New Brunswick,Atlantic,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,19/07/2010,Sold
2355,16/11/2011,Medium,8,1383.919,0.05,Regular Air,-433.49,205.99,2.5,16993,Erin Mull,Small Business,New Brunswick,Atlantic,Technology,Telephones and Communication,V70,Small Box,0.59,16/11/2011,Sold
2619,17/01/2009,Medium,33,528.54,0.06,Regular Air,168.54,16.48,1.99,18945,John Lee,Corporate,New Brunswick,Atlantic,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Small Pack,0.42,19/01/2009,Sold
2764,10/04/2009,Not Specified,33,362.17,0.08,Regular Air,-83.96,11.7,6.96,19975,Emily Phan,Consumer,New Brunswick,Atlantic,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,13/04/2009,Sold
2773,05/12/2010,Not Specified,25,290.46,0.1,Regular Air,-31.55,11.97,4.98,20036,John Lee,Corporate,New Brunswick,Atlantic,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,05/12/2010,Returned
2774,05/12/2010,Not Specified,44,1207.4,0.03,Regular Air,-25.23,26.31,5.89,20036,John Lee,Corporate,New Brunswick,Atlantic,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,07/12/2010,Returned
2903,30/03/2012,Critical,11,629.5865,0.04,Regular Air,-120.09,65.99,8.99,20964,Patrick Gardner,Consumer,New Brunswick,Atlantic,Technology,Telephones and Communication,V 3600 Series,Small Box,0.58,01/04/2012,Sold
2920,16/09/2009,Not Specified,50,20175.48,0,Regular Air,9373.96,387.99,19.99,21121,Erin Mull,Corporate,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,17/09/2009,Sold
2938,02/11/2009,Low,6,56.22,0.04,Regular Air,-20.39,8.6,6.19,21314,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,04/11/2009,Sold
2939,02/11/2009,Low,30,107.96,0.01,Regular Air,13.24,3.58,1.63,21314,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,06/11/2009,Sold
2940,02/11/2009,Low,40,3169.992,0.08,Delivery Truck,-973.30,105.49,41.64,21314,Patrick Jones,Home Office,New Brunswick,Atlantic,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box,0.75,09/11/2009,Sold
3016,17/12/2010,Not Specified,40,5232.83,0.01,Delivery Truck,-1461.65,122.99,70.2,21702,Nathan Mautz,Home Office,New Brunswick,Atlantic,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,18/12/2010,Sold
3062,12/07/2012,Not Specified,3,236.32,0.03,Regular Air,-339.95,77.51,4,21925,Patrick Jones,Home Office,New Brunswick,Atlantic,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box,0.76,14/07/2012,Sold
3123,28/11/2012,Not Specified,45,2728.42,0.06,Regular Air,664.15,60.98,19.99,22432,Ionia McGrath,Small Business,New Brunswick,Atlantic,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box,0.38,29/11/2012,Sold
3173,10/11/2012,High,1,6.77,0.06,Regular Air,-3.66,2.52,4.28,22819,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,12/11/2012,Sold
3198,01/03/2009,Medium,1,3550.28,0.06,Express Air,-11769.17,3499.99,24.49,22917,Nathan Mautz,Corporate,New Brunswick,Atlantic,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box,0.37,04/03/2009,Sold
3221,11/06/2011,Medium,7,43.29,0.07,Regular Air,-39.12,5.38,7.57,23107,Lori Olson,Consumer,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box,0.36,14/06/2011,Sold
3294,09/01/2011,Medium,34,11747.97,0.05,Express Air,3302.03,363.25,19.99,23556,Patrick Gardner,Consumer,New Brunswick,Atlantic,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box,0.57,10/01/2011,Sold
3324,26/11/2012,Not Specified,16,487.7,0.06,Regular Air,-67.54,31.98,6.72,23777,Emily Phan,Consumer,New Brunswick,Atlantic,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,27/11/2012,Sold
3374,17/04/2012,Critical,42,199.58,0.05,Regular Air,46.31,4.82,1.49,24098,Erin Mull,Small Business,New Brunswick,Atlantic,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box,0.36,18/04/2012,Sold
3375,17/04/2012,Critical,10,80.59,0.05,Regular Air,-20.49,7.64,5.83,24098,Erin Mull,Small Business,New Brunswick,Atlantic,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,19/04/2012,Sold
3376,17/04/2012,Critical,32,4158.0725,0.02,Regular Air,836.15,155.99,8.99,24098,Erin Mull,Small Business,New Brunswick,Atlantic,Technology,Telephones and Communication,LX 788,Small Box,0.58,18/04/2012,Sold
3400,16/08/2010,Medium,24,1840.8535,0.01,Regular Air,424.64,85.99,2.79,24227,Karen Seio,Consumer,New Brunswick,Atlantic,Technology,Telephones and Communication,6340,Small Box,0.58,18/08/2010,Sold
3455,21/11/2009,Low,33,1644.59,0.09,Regular Air,-52.92,50.98,6.5,24614,Ionia McGrath,Home Office,New Brunswick,Atlantic,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,28/11/2009,Sold
3595,25/02/2012,Not Specified,12,2409.424,0.1,Delivery Truck,50.95,259.71,66.67,25637,Erin Mull,Small Business,New Brunswick,Atlantic,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,27/02/2012,Sold
3737,06/06/2010,Not Specified,43,367.11,0.01,Regular Air,163.42,8.34,1.43,26695,Justin Deggeller,Corporate,New Brunswick,Atlantic,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag,0.35,08/06/2010,Sold
3797,12/08/2012,Not Specified,22,152.44,0.03,Regular Air,-40.76,6.48,5.86,27078,Nathan Mautz,Corporate,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 1904,Small Box,0.36,13/08/2012,Sold
4135,11/08/2012,Critical,20,2850.31,0.09,Regular Air,569.08,155.06,7.07,29376,Karen Seio,Consumer,New Brunswick,Atlantic,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,13/08/2012,Returned
4190,21/03/2009,Medium,13,89061.05,0,Regular Air,27220.69,6783.02,24.49,29766,Emily Phan,Consumer,New Brunswick,Atlantic,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box,0.39,22/03/2009,Sold
4191,21/03/2009,Medium,40,6636.664,0.08,Regular Air,1623.70,205.99,8.99,29766,Emily Phan,Consumer,New Brunswick,Atlantic,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,21/03/2009,Sold
4253,30/09/2009,Low,50,2860.93,0.03,Regular Air,832.62,65.99,5.26,30278,Ionia McGrath,Home Office,New Brunswick,Atlantic,Technology,Telephones and Communication,8860,Small Box,0.56,09/10/2009,Sold
4302,25/04/2011,Critical,23,220.82,0.1,Express Air,77.68,9.93,1.09,30626,Nathan Mautz,Corporate,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,26/04/2011,Sold
4328,21/09/2010,Low,16,336.29,0.08,Regular Air,-52.14,21.38,8.99,30851,Emily Phan,Consumer,New Brunswick,Atlantic,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,25/09/2010,Sold
4452,27/11/2010,Low,24,1390.6935,0.03,Regular Air,168.46,65.99,7.69,31718,Nona Balk,Corporate,New Brunswick,Atlantic,Technology,Telephones and Communication,5190,Small Box,0.59,01/12/2010,Sold
4453,27/11/2010,Low,20,1017.2885,0.1,Regular Air,-115.30,65.99,8.99,31718,Nona Balk,Corporate,New Brunswick,Atlantic,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,04/12/2010,Sold
4508,17/07/2009,Medium,50,86.7,0.07,Regular Air,-185.34,1.76,4.86,32070,Patrick Jones,Home Office,New Brunswick,Atlantic,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,17/07/2009,Sold
4871,20/01/2010,Critical,26,864.16,0.09,Regular Air,-175.47,33.98,19.99,34661,Nathan Mautz,Corporate,New Brunswick,Atlantic,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55,22/01/2010,Returned
4886,04/06/2012,Critical,16,623.35,0.03,Regular Air,235.51,37.94,5.08,34754,Patrick Jones,Home Office,New Brunswick,Atlantic,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,06/06/2012,Sold
4975,23/02/2012,High,9,70.88,0.01,Regular Air,-50.20,6.48,9.68,35392,Erin Mull,Small Business,New Brunswick,Atlantic,Office Supplies,Paper,Xerox 1993,Small Box,0.36,23/02/2012,Sold
